time,open,high,low,close,tick_volume,spread
2026-01-01 23:00:00,4328.34,4335.378,4327.673,4330.888,1321,0
2026-01-01 23:15:00,4330.922,4342.657,4328.315,4341.252,2548,0
2026-01-01 23:30:00,4341.299,4345.465,4338.874,4345.39,1547,0
2026-01-01 23:45:00,4345.419,4351.526,4341.807,4348.349,2725,0
2026-01-02 00:00:00,4348.358,4353.298,4344.432,4348.007,2913,0
2026-01-02 00:15:00,4348.007,4349.365,4341.279,4347.187,2826,0
2026-01-02 00:30:00,4347.194,4350.865,4346.627,4349.59,2765,0
2026-01-02 00:45:00,4349.63,4356.179,4349.63,4354.191,2891,0
2026-01-02 01:00:00,4354.197,4356.159,4345.148,4346.6,4129,0
2026-01-02 01:15:00,4346.632,4349.889,4344.606,4349.18,3512,0
2026-01-02 01:30:00,4349.144,4351.555,4345.666,4346.774,3138,0
2026-01-02 01:45:00,4346.726,4354.472,4346.015,4348.03,3126,0
2026-01-02 02:00:00,4348.002,4351.993,4345.587,4346.988,2460,0
2026-01-02 02:15:00,4347.003,4348.387,4344.852,4347.73,3165,0
2026-01-02 02:30:00,4347.736,4353.424,4345.685,4351.512,3410,0
2026-01-02 02:45:00,4351.474,4363.219,4351.162,4362.798,3255,0
2026-01-02 03:00:00,4362.824,4371.855,4362.077,4368.952,2873,0
2026-01-02 03:15:00,4368.994,4370.795,4365.472,4369.02,2861,0
2026-01-02 03:30:00,4369.139,4374.851,4367.889,4373.781,3181,0
2026-01-02 03:45:00,4373.745,4375.846,4372.133,4375.173,2896,0
2026-01-02 04:00:00,4375.13,4378.641,4373.974,4374.913,3112,0
2026-01-02 04:15:00,4374.829,4375.798,4371.407,4373.713,2914,0
2026-01-02 04:30:00,4373.634,4375.526,4371.554,4375.387,2448,0
2026-01-02 04:45:00,4375.351,4375.802,4371.368,4373.267,2030,0
2026-01-02 05:00:00,4373.325,4380.255,4370.946,4377.841,2880,0
2026-01-02 05:15:00,4377.795,4380.201,4375.247,4378.565,2840,0
2026-01-02 05:30:00,4378.454,4379.872,4377.836,4378.705,1963,0
2026-01-02 05:45:00,4378.731,4381.78,4378.379,4380.664,1878,0
2026-01-02 06:00:00,4380.71,4381.019,4373.894,4375.07,2409,0
2026-01-02 06:15:00,4375.102,4380.034,4373.522,4379.727,2895,0
2026-01-02 06:30:00,4379.737,4379.765,4374.409,4374.517,1893,0
2026-01-02 06:45:00,4374.499,4376.288,4373.382,4374.782,2557,0
2026-01-02 07:00:00,4374.758,4378.125,4372.325,4377.044,3126,0
2026-01-02 07:15:00,4377.019,4377.545,4371.949,4373.857,2625,0
2026-01-02 07:30:00,4373.799,4380.66,4372.193,4375.74,2797,0
2026-01-02 07:45:00,4375.771,4383.326,4375.266,4382.8,2416,0
2026-01-02 08:00:00,4382.763,4386.599,4380.488,4385.088,2749,0
2026-01-02 08:15:00,4385.084,4385.888,4381.65,4385.357,2259,0
2026-01-02 08:30:00,4385.359,4390.566,4384.157,4390.421,2568,0
2026-01-02 08:45:00,4390.437,4397.619,4386.852,4387.12,3506,0
2026-01-02 09:00:00,4387.083,4391.208,4386.21,4390.126,3173,0
2026-01-02 09:15:00,4390.163,4391.7,4383.385,4388.775,3045,0
2026-01-02 09:30:00,4388.765,4389.892,4386.797,4388.746,2122,0
2026-01-02 09:45:00,4388.75,4389.536,4385.077,4385.609,2013,0
2026-01-02 10:00:00,4385.635,4388.561,4384.555,4388.216,2279,0
2026-01-02 10:15:00,4388.188,4390.228,4385.667,4386.508,2422,0
2026-01-02 10:30:00,4386.539,4396.53,4384.867,4393.69,3136,0
2026-01-02 10:45:00,4393.643,4398.588,4393.643,4396.07,2370,0
2026-01-02 11:00:00,4396.188,4397.977,4393.983,4395.043,1963,0
2026-01-02 11:15:00,4395.054,4399.384,4394.026,4394.356,2193,0
2026-01-02 11:30:00,4394.328,4395.746,4391.722,4395.06,2134,0
2026-01-02 11:45:00,4395.065,4395.634,4390.794,4392.898,2255,0
2026-01-02 12:00:00,4392.891,4397.312,4391.092,4395.334,2550,0
2026-01-02 12:15:00,4395.294,4398.33,4392.951,4393.282,2071,0
2026-01-02 12:30:00,4393.325,4394.549,4385.177,4388.072,3515,0
2026-01-02 12:45:00,4388.111,4394.88,4385.425,4394.339,3509,0
2026-01-02 13:00:00,4394.389,4401.154,4392.591,4399.83,3728,0
2026-01-02 13:15:00,4399.786,4402.465,4372.915,4374.657,9911,0
2026-01-02 13:30:00,4374.596,4377.237,4365.839,4372.613,9327,0
2026-01-02 13:45:00,4372.507,4377.979,4361.783,4366.023,7274,0
2026-01-02 14:00:00,4366.066,4372.73,4364.457,4370.468,6433,0
2026-01-02 14:15:00,4370.502,4373.708,4367.041,4368.441,5222,0
2026-01-02 14:30:00,4368.47,4370.317,4348.143,4356.31,16665,0
2026-01-02 14:45:00,4356.346,4363.076,4352.206,4353.462,11770,0
2026-01-02 15:00:00,4353.476,4357.006,4333.598,4340.49,13604,0
2026-01-02 15:15:00,4340.526,4342.747,4330.24,4336.676,13292,0
2026-01-02 15:30:00,4336.632,4346.756,4331.58,4346.116,9528,0
2026-01-02 15:45:00,4346.046,4347.012,4333.629,4335.47,10768,0
2026-01-02 16:00:00,4335.417,4337.401,4320.397,4322.584,14549,0
2026-01-02 16:15:00,4322.546,4324.938,4314.837,4321.62,11441,0
2026-01-02 16:30:00,4321.572,4328.209,4315.122,4325.878,8905,0
2026-01-02 16:45:00,4325.845,4328.254,4321.368,4326.428,7233,0
2026-01-02 17:00:00,4326.382,4333.531,4324.754,4330.143,6995,0
2026-01-02 17:15:00,4330.033,4332.966,4324.045,4328.964,4761,0
2026-01-02 17:30:00,4328.85,4331.281,4323.538,4326.414,5086,0
2026-01-02 17:45:00,4326.446,4328.123,4322.76,4323.089,5363,0
2026-01-02 18:00:00,4323.015,4323.733,4312.561,4314.605,5856,0
2026-01-02 18:15:00,4314.557,4321.664,4310.685,4318.6,6748,0
