MA_Fast,MA_Slow,Final_Balance,Total_Trades,Win_Trades,Loss_Trades,Is_MC,Net_Profit,Win_Rate_%,Status
97,23,5441.206739310885,14746,3117,11629,0.0,5341.206739310885,21.137935711379356,SURVIVED (PROFIT)
96,23,5023.6291306752055,14759,3131,11628,0.0,4923.6291306752055,21.21417440205976,SURVIVED (PROFIT)
99,19,4976.260526490435,16727,3698,13029,0.0,4876.260526490435,22.10796915167095,SURVIVED (PROFIT)
100,19,4958.354052848647,16726,3695,13031,0.0,4858.354052848647,22.091354776993903,SURVIVED (PROFIT)
95,23,4855.8593045501575,14732,3112,11620,0.0,4755.8593045501575,21.1240836274776,SURVIVED (PROFIT)
93,23,4755.002087188815,14712,3102,11610,0.0,4655.002087188815,21.08482871125612,SURVIVED (PROFIT)
49,21,4733.831809515839,16060,3409,12651,0.0,4633.831809515839,21.2266500622665,SURVIVED (PROFIT)
94,23,4624.318956781864,14741,3115,11626,0.0,4524.318956781864,21.13153788752459,SURVIVED (PROFIT)
92,23,4436.77017412131,14769,3120,11649,0.0,4336.77017412131,21.125330083282552,SURVIVED (PROFIT)
17,21,4241.020429021098,17201,3698,13503,0.0,4141.020429021098,21.498750072670195,SURVIVED (PROFIT)
59,37,4154.461540456566,10184,1763,8421,0.0,4054.4615404565657,17.311468970934797,SURVIVED (PROFIT)
91,23,4024.182913234742,14755,3107,11648,0.0,3924.182913234742,21.057268722466958,SURVIVED (PROFIT)
63,37,3901.0349459105378,10290,1823,8467,0.0,3801.0349459105378,17.716229348882408,SURVIVED (PROFIT)
58,37,3858.4832972153968,10179,1759,8420,0.0,3758.4832972153968,17.280675901365555,SURVIVED (PROFIT)
41,37,3810.129054260289,8963,1418,7545,0.0,3710.129054260289,15.820595782662055,SURVIVED (PROFIT)
36,36,3789.5620000002837,7580,1173,6407,0.0,3689.5620000002837,15.474934036939313,SURVIVED (PROFIT)
36,37,3788.693756630457,8090,1263,6827,0.0,3688.693756630457,15.611866501854141,SURVIVED (PROFIT)
37,37,3782.2370000002725,7460,1159,6301,0.0,3682.2370000002725,15.536193029490617,SURVIVED (PROFIT)
40,37,3781.973702816523,8632,1352,7280,0.0,3681.973702816523,15.66265060240964,SURVIVED (PROFIT)
64,37,3767.0165134410586,10246,1819,8427,0.0,3667.0165134410586,17.75326956861214,SURVIVED (PROFIT)
43,37,3717.039324339584,9530,1527,8003,0.0,3617.039324339584,16.02308499475341,SURVIVED (PROFIT)
100,37,3665.7733515916957,10554,1949,8605,0.0,3565.7733515916957,18.466931968921735,SURVIVED (PROFIT)
56,37,3550.483081152852,10191,1743,8448,0.0,3450.483081152852,17.103326464527523,SURVIVED (PROFIT)
35,37,3479.0076754794623,8768,1387,7381,0.0,3379.0076754794623,15.81888686131387,SURVIVED (PROFIT)
42,37,3459.5804866310477,9278,1471,7807,0.0,3359.5804866310477,15.854710066824746,SURVIVED (PROFIT)
62,37,3413.4455135025482,10242,1807,8435,0.0,3313.4455135025482,17.643038469049014,SURVIVED (PROFIT)
57,37,3374.8127837703355,10178,1740,8438,0.0,3274.8127837703355,17.095696600510905,SURVIVED (PROFIT)
99,37,3345.7001353364685,10558,1937,8621,0.0,3245.7001353364685,18.346277704110626,SURVIVED (PROFIT)
38,37,3303.1141622222626,7858,1238,6620,0.0,3203.1141622222626,15.754644947823873,SURVIVED (PROFIT)
98,37,3296.531135300431,10549,1946,8603,0.0,3196.531135300431,18.447246184472462,SURVIVED (PROFIT)
61,37,3286.41740543586,10228,1803,8425,0.0,3186.41740543586,17.628079780993353,SURVIVED (PROFIT)
38,40,3243.7944498187544,8119,1236,6883,0.0,3143.7944498187544,15.2235496982387,SURVIVED (PROFIT)
39,37,3238.2369189962906,8264,1286,6978,0.0,3138.2369189962906,15.561471442400773,SURVIVED (PROFIT)
43,38,3231.828552672535,9097,1416,7681,0.0,3131.828552672535,15.565571067384854,SURVIVED (PROFIT)
49,37,3198.544865075152,10082,1690,8392,0.0,3098.544865075152,16.76254711366792,SURVIVED (PROFIT)
60,37,3193.5706757362605,10218,1779,8439,0.0,3093.5706757362605,17.41045214327657,SURVIVED (PROFIT)
58,38,3134.3138419809015,9955,1688,8267,0.0,3034.3138419809015,16.956303365143143,SURVIVED (PROFIT)
21,20,3115.973350100606,13474,2671,10803,0.0,3015.973350100606,19.82336351491762,SURVIVED (PROFIT)
37,38,3114.5569473761498,7868,1225,6643,0.0,3014.5569473761498,15.569395017793594,SURVIVED (PROFIT)
59,38,3033.7607629943072,10004,1706,8298,0.0,2933.7607629943072,17.0531787285086,SURVIVED (PROFIT)
20,21,3027.7332382544605,13470,2706,10764,0.0,2927.7332382544605,20.089086859688194,SURVIVED (PROFIT)
41,38,2973.771921266999,8447,1302,7145,0.0,2873.771921266999,15.413756363205872,SURVIVED (PROFIT)
63,38,2966.477447274882,10055,1766,8289,0.0,2866.477447274882,17.56340129288911,SURVIVED (PROFIT)
66,37,2960.8757296361,10321,1847,8474,0.0,2860.8757296361,17.89555275651584,SURVIVED (PROFIT)
45,37,2902.928297364031,9999,1622,8377,0.0,2802.928297364031,16.22162216221622,SURVIVED (PROFIT)
38,43,2896.1189300282813,9050,1394,7656,0.0,2796.1189300282813,15.403314917127073,SURVIVED (PROFIT)
33,38,2862.0483419509765,10317,1712,8605,0.0,2762.0483419509765,16.59397111563439,SURVIVED (PROFIT)
34,37,2856.3681078822633,9458,1528,7930,0.0,2756.3681078822633,16.155635440896596,SURVIVED (PROFIT)
46,37,2848.2630271454364,10091,1659,8432,0.0,2748.2630271454364,16.440392428897038,SURVIVED (PROFIT)
38,41,2846.499194964697,8500,1303,7197,0.0,2746.499194964697,15.329411764705883,SURVIVED (PROFIT)
38,39,2801.464333199888,7737,1184,6553,0.0,2701.464333199888,15.303089052604369,SURVIVED (PROFIT)
42,38,2800.6192896523194,8779,1355,7424,0.0,2700.6192896523194,15.434559744845656,SURVIVED (PROFIT)
64,38,2798.257526196133,10034,1766,8268,0.0,2698.257526196133,17.600159457843333,SURVIVED (PROFIT)
50,37,2792.360973099301,10139,1703,8436,0.0,2692.360973099301,16.796528257224576,SURVIVED (PROFIT)
97,38,2791.52523685077,10232,1864,8368,0.0,2691.52523685077,18.21735731039875,SURVIVED (PROFIT)
56,38,2758.805999973988,9950,1678,8272,0.0,2658.805999973988,16.8643216080402,SURVIVED (PROFIT)
40,38,2726.888342206471,8103,1228,6875,0.0,2626.888342206471,15.154880908305564,SURVIVED (PROFIT)
66,38,2723.867157688907,10095,1781,8314,0.0,2623.867157688907,17.64239722634968,SURVIVED (PROFIT)
51,37,2708.1810271458235,10077,1686,8391,0.0,2608.1810271458235,16.73116999106877,SURVIVED (PROFIT)
61,38,2604.1637631219933,10030,1741,8289,0.0,2504.1637631219933,17.357926221335994,SURVIVED (PROFIT)
62,38,2588.2387631120096,10031,1744,8287,0.0,2488.2387631120096,17.386103080450603,SURVIVED (PROFIT)
57,38,2579.2923420094544,9932,1673,8259,0.0,2479.2923420094544,16.844542891663313,SURVIVED (PROFIT)
53,38,2547.9752368795207,9896,1629,8267,0.0,2447.9752368795207,16.461196443007275,SURVIVED (PROFIT)
54,38,2527.2573421276425,9887,1632,8255,0.0,2427.2573421276425,16.50652371801355,SURVIVED (PROFIT)
96,38,2494.9981843100345,10210,1866,8344,0.0,2394.9981843100345,18.276199804113613,SURVIVED (PROFIT)
39,38,2471.832789484016,7714,1172,6542,0.0,2371.832789484016,15.193155302048226,SURVIVED (PROFIT)
98,38,2457.7760264141357,10254,1859,8395,0.0,2357.7760264141357,18.129510434952216,SURVIVED (PROFIT)
60,38,2451.8736315501005,10047,1720,8327,0.0,2351.8736315501005,17.11953817059819,SURVIVED (PROFIT)
85,37,2399.702999947909,10522,1892,8630,0.0,2299.702999947909,17.981372362668694,SURVIVED (PROFIT)
