time,open,high,low,close,tick_volume,spread
2026-01-01 23:00:00,4328.34,4342.657,4327.673,4341.252,3869,0
2026-01-01 23:30:00,4341.299,4351.526,4338.874,4348.349,4272,0
2026-01-02 00:00:00,4348.358,4353.298,4341.279,4347.187,5739,0
2026-01-02 00:30:00,4347.194,4356.179,4346.627,4354.191,5656,0
2026-01-02 01:00:00,4354.197,4356.159,4344.606,4349.18,7641,0
2026-01-02 01:30:00,4349.144,4354.472,4345.666,4348.03,6264,0
2026-01-02 02:00:00,4348.002,4351.993,4344.852,4347.73,5625,0
2026-01-02 02:30:00,4347.736,4363.219,4345.685,4362.798,6665,0
2026-01-02 03:00:00,4362.824,4371.855,4362.077,4369.02,5734,0
2026-01-02 03:30:00,4369.139,4375.846,4367.889,4375.173,6077,0
2026-01-02 04:00:00,4375.13,4378.641,4371.407,4373.713,6026,0
2026-01-02 04:30:00,4373.634,4375.802,4371.368,4373.267,4478,0
2026-01-02 05:00:00,4373.325,4380.255,4370.946,4378.565,5720,0
2026-01-02 05:30:00,4378.454,4381.78,4377.836,4380.664,3841,0
2026-01-02 06:00:00,4380.71,4381.019,4373.522,4379.727,5304,0
2026-01-02 06:30:00,4379.737,4379.765,4373.382,4374.782,4450,0
2026-01-02 07:00:00,4374.758,4378.125,4371.949,4373.857,5751,0
2026-01-02 07:30:00,4373.799,4383.326,4372.193,4382.8,5213,0
2026-01-02 08:00:00,4382.763,4386.599,4380.488,4385.357,5008,0
2026-01-02 08:30:00,4385.359,4397.619,4384.157,4387.12,6074,0
2026-01-02 09:00:00,4387.083,4391.7,4383.385,4388.775,6218,0
2026-01-02 09:30:00,4388.765,4389.892,4385.077,4385.609,4135,0
2026-01-02 10:00:00,4385.635,4390.228,4384.555,4386.508,4701,0
2026-01-02 10:30:00,4386.539,4398.588,4384.867,4396.07,5506,0
2026-01-02 11:00:00,4396.188,4399.384,4393.983,4394.356,4156,0
2026-01-02 11:30:00,4394.328,4395.746,4390.794,4392.898,4389,0
2026-01-02 12:00:00,4392.891,4398.33,4391.092,4393.282,4621,0
2026-01-02 12:30:00,4393.325,4394.88,4385.177,4394.339,7024,0
2026-01-02 13:00:00,4394.389,4402.465,4372.915,4374.657,13639,0
2026-01-02 13:30:00,4374.596,4377.979,4361.783,4366.023,16601,0
2026-01-02 14:00:00,4366.066,4373.708,4364.457,4368.441,11655,0
2026-01-02 14:30:00,4368.47,4370.317,4348.143,4353.462,28435,0
2026-01-02 15:00:00,4353.476,4357.006,4330.24,4336.676,26896,0
