MA_Fast,MA_Slow,Final_Balance,Total_Trades,Win_Trades,Loss_Trades,Net_Profit,Win_Rate_%
25,19,5377.395420994444,16732,3397,13335,5277.395420994444,20.302414535022713
83,21,5368.855904814859,15743,3358,12385,5268.855904814859,21.33011497173347
92,21,5351.212285947576,15684,3392,12292,5251.212285947576,21.627135934710534
69,21,5332.421857122624,15978,3422,12556,5232.421857122624,21.416948303917888
26,46,5325.991912753879,13480,2660,10820,5225.991912753879,19.73293768545994
19,71,5325.397774717787,14086,3158,10928,5225.397774717787,22.419423541104642
99,24,5324.886875120464,14416,2950,11466,5224.886875120464,20.463374028856826
25,40,5319.372174958772,13880,2697,11183,5219.372174958772,19.430835734870318
19,64,5313.1785001257285,14512,3241,11271,5213.1785001257285,22.3332414553473
18,66,5311.521030401733,14660,3283,11377,5211.521030401733,22.394270122783084
29,19,5310.253210483354,17257,3682,13575,5210.253210483354,21.33626933997798
95,19,5277.895105341123,16655,3686,12969,5177.895105341123,22.131492044431102
84,21,5249.973381048643,15744,3344,12400,5149.973381048643,21.239837398373986
12,1,5249.779000001607,38408,9529,28879,5149.779000001607,24.809935430118728
