MA_Fast,MA_Slow,Final_Balance,Total_Trades,Win_Trades,Loss_Trades,Is_MC,Net_Profit,Win_Rate_%,Status
15,55,5342.655527284769,402,106,296,0.0,5242.655527284769,26.368159203980102,SURVIVED (PROFIT)
29,53,5260.997509431217,260,55,205,0.0,5160.997509431217,21.153846153846153,SURVIVED (PROFIT)
29,52,5244.776326915688,266,59,207,0.0,5144.776326915688,22.18045112781955,SURVIVED (PROFIT)
29,55,5233.924599989879,283,61,222,0.0,5133.924599989879,21.554770318021202,SURVIVED (PROFIT)
29,51,5148.368980387673,263,58,205,0.0,5048.368980387673,22.0532319391635,SURVIVED (PROFIT)
29,50,5143.495799996823,263,58,205,0.0,5043.495799996823,22.0532319391635,SURVIVED (PROFIT)
29,54,5142.338592588676,272,57,215,0.0,5042.338592588676,20.955882352941178,SURVIVED (PROFIT)
32,53,5114.640339605787,247,53,194,0.0,5014.640339605787,21.45748987854251,SURVIVED (PROFIT)
33,53,5064.822943380839,248,49,199,0.0,4964.822943380839,19.758064516129032,SURVIVED (PROFIT)
27,50,5035.110960001321,264,65,199,0.0,4935.110960001321,24.62121212121212,SURVIVED (PROFIT)
27,51,5014.964117651283,268,67,201,0.0,4914.964117651283,25.0,SURVIVED (PROFIT)
29,48,5006.077770829058,265,63,202,0.0,4906.077770829058,23.77358490566038,SURVIVED (PROFIT)
28,50,5004.965719999284,260,60,200,0.0,4904.965719999284,23.076923076923077,SURVIVED (PROFIT)
14,12,4996.705999989249,510,113,397,0.0,4896.705999989249,22.15686274509804,SURVIVED (PROFIT)
15,54,4993.618777795597,396,100,296,0.0,4893.618777795597,25.252525252525253,SURVIVED (PROFIT)
28,51,4967.437568624256,262,60,202,0.0,4867.437568624256,22.900763358778626,SURVIVED (PROFIT)
32,54,4954.26653701982,259,55,204,0.0,4854.26653701982,21.235521235521233,SURVIVED (PROFIT)
18,12,4872.255916665236,586,131,455,0.0,4772.255916665236,22.35494880546075,SURVIVED (PROFIT)
33,54,4832.108129614312,264,52,212,0.0,4732.108129614312,19.696969696969695,SURVIVED (PROFIT)
32,55,4719.033145434035,279,56,223,0.0,4619.033145434035,20.07168458781362,SURVIVED (PROFIT)
26,50,4698.478320002464,257,62,195,0.0,4598.478320002464,24.124513618677042,SURVIVED (PROFIT)
26,51,4682.419843141698,261,64,197,0.0,4582.419843141698,24.521072796934863,SURVIVED (PROFIT)
15,53,4673.15777360427,395,99,296,0.0,4573.15777360427,25.063291139240505,SURVIVED (PROFIT)
15,12,4658.773833321588,539,118,421,0.0,4558.773833321588,21.89239332096475,SURVIVED (PROFIT)
29,46,4643.753217398565,272,64,208,0.0,4543.753217398565,23.52941176470588,SURVIVED (PROFIT)
29,49,4612.605938768007,256,57,199,0.0,4512.605938768007,22.265625,SURVIVED (PROFIT)
31,55,4605.745654523879,284,61,223,0.0,4505.745654523879,21.47887323943662,SURVIVED (PROFIT)
16,12,4582.09283332751,551,122,429,0.0,4482.09283332751,22.141560798548092,SURVIVED (PROFIT)
33,55,4573.666490891895,284,53,231,0.0,4473.666490891895,18.661971830985916,SURVIVED (PROFIT)
31,53,4551.083924515751,264,55,209,0.0,4451.083924515751,20.833333333333336,SURVIVED (PROFIT)
31,52,4525.614942288995,271,59,212,0.0,4425.614942288995,21.771217712177123,SURVIVED (PROFIT)
33,51,4524.5965097925755,256,49,207,0.0,4424.5965097925755,19.140625,SURVIVED (PROFIT)
32,51,4507.480254890866,258,52,206,0.0,4407.480254890866,20.155038759689923,SURVIVED (PROFIT)
31,48,4503.0291249903285,267,58,209,0.0,4403.0291249903285,21.722846441947567,SURVIVED (PROFIT)
27,49,4502.136061224125,253,61,192,0.0,4402.136061224125,24.110671936758894,SURVIVED (PROFIT)
30,48,4495.730291659662,270,61,209,0.0,4395.730291659662,22.59259259259259,SURVIVED (PROFIT)
57,12,4492.786416669516,542,121,421,0.0,4392.786416669516,22.324723247232473,SURVIVED (PROFIT)
17,12,4489.701499995831,574,126,448,0.0,4389.701499995831,21.951219512195124,SURVIVED (PROFIT)
31,51,4487.986823518269,267,58,209,0.0,4387.986823518269,21.722846441947567,SURVIVED (PROFIT)
31,50,4483.435319989474,267,58,209,0.0,4383.435319989474,21.722846441947567,SURVIVED (PROFIT)
28,49,4472.3194285676,250,57,193,0.0,4372.3194285676,22.8,SURVIVED (PROFIT)
56,12,4436.997916662636,549,123,426,0.0,4336.997916662636,22.404371584699454,SURVIVED (PROFIT)
30,53,4405.3305094285615,268,56,212,0.0,4305.3305094285615,20.8955223880597,SURVIVED (PROFIT)
30,55,4386.161981805008,291,62,229,0.0,4286.161981805008,21.305841924398624,SURVIVED (PROFIT)
30,52,4381.59826922018,274,60,214,0.0,4281.59826922018,21.897810218978105,SURVIVED (PROFIT)
31,54,4375.899703689588,275,57,218,0.0,4275.899703689588,20.727272727272727,SURVIVED (PROFIT)
33,50,4371.01101998463,253,47,206,0.0,4271.01101998463,18.57707509881423,SURVIVED (PROFIT)
31,49,4370.677265293958,261,57,204,0.0,4270.677265293958,21.839080459770116,SURVIVED (PROFIT)
46,12,4366.903166668755,540,118,422,0.0,4266.903166668755,21.85185185185185,SURVIVED (PROFIT)
31,46,4363.076739133037,272,60,212,0.0,4263.076739133037,22.058823529411764,SURVIVED (PROFIT)
14,13,4362.3897692228575,474,98,376,0.0,4262.3897692228575,20.675105485232066,SURVIVED (PROFIT)
61,12,4358.331666666047,551,126,425,0.0,4258.331666666047,22.867513611615244,SURVIVED (PROFIT)
32,50,4356.864719988255,258,51,207,0.0,4256.864719988255,19.767441860465116,SURVIVED (PROFIT)
48,12,4354.412750003544,534,115,419,0.0,4254.412750003544,21.53558052434457,SURVIVED (PROFIT)
55,12,4341.003249998038,557,122,435,0.0,4241.003249998038,21.903052064631957,SURVIVED (PROFIT)
13,14,4338.443500019801,452,97,355,0.0,4238.443500019801,21.460176991150444,SURVIVED (PROFIT)
47,12,4330.419166672677,538,115,423,0.0,4230.419166672677,21.37546468401487,SURVIVED (PROFIT)
30,51,4301.887862737954,271,59,212,0.0,4201.887862737954,21.771217712177123,SURVIVED (PROFIT)
30,50,4298.955239993601,271,59,212,0.0,4198.955239993601,21.771217712177123,SURVIVED (PROFIT)
30,54,4270.574037029786,280,58,222,0.0,4170.574037029786,20.714285714285715,SURVIVED (PROFIT)
45,12,4269.84733332503,536,117,419,0.0,4169.84733332503,21.828358208955223,SURVIVED (PROFIT)
44,12,4260.252999995941,542,116,426,0.0,4160.252999995941,21.40221402214022,SURVIVED (PROFIT)
30,49,4249.568367337487,264,58,206,0.0,4149.568367337487,21.96969696969697,SURVIVED (PROFIT)
49,12,4221.534416674485,534,113,421,0.0,4121.534416674485,21.161048689138575,SURVIVED (PROFIT)
54,12,4174.784833320078,546,117,429,0.0,4074.784833320078,21.428571428571427,SURVIVED (PROFIT)
51,12,4111.186583331259,541,114,427,0.0,4011.1865833312586,21.072088724584106,SURVIVED (PROFIT)
50,12,4087.649250000285,536,114,422,0.0,3987.649250000285,21.26865671641791,SURVIVED (PROFIT)
12,12,4084.479000000054,458,98,360,0.0,3984.479000000054,21.397379912663755,SURVIVED (PROFIT)
53,12,4081.502916660973,545,116,429,0.0,3981.502916660973,21.28440366972477,SURVIVED (PROFIT)
17,13,4067.2831538468818,545,114,431,0.0,3967.2831538468818,20.91743119266055,SURVIVED (PROFIT)
52,12,4027.795499992244,548,115,433,0.0,3927.795499992244,20.985401459854014,SURVIVED (PROFIT)
59,12,4026.086249999018,552,119,433,0.0,3926.086249999018,21.557971014492754,SURVIVED (PROFIT)
16,13,3969.307153844421,526,108,418,0.0,3869.307153844421,20.53231939163498,SURVIVED (PROFIT)
26,49,3966.8996938801647,251,56,195,0.0,3866.8996938801647,22.31075697211155,SURVIVED (PROFIT)
43,12,3957.433500004522,542,114,428,0.0,3857.433500004522,21.033210332103323,SURVIVED (PROFIT)
60,12,3918.8329166761223,553,122,431,0.0,3818.8329166761223,22.06148282097649,SURVIVED (PROFIT)
15,56,3918.2871071509485,384,102,282,0.0,3818.2871071509485,26.5625,SURVIVED (PROFIT)
23,12,3917.1879166719573,562,124,438,0.0,3817.1879166719573,22.064056939501782,SURVIVED (PROFIT)
42,12,3901.976416664843,554,119,435,0.0,3801.976416664843,21.48014440433213,SURVIVED (PROFIT)
32,46,3885.7382173926726,266,53,213,0.0,3785.7382173926726,19.924812030075188,SURVIVED (PROFIT)
58,12,3877.114750001686,549,116,433,0.0,3777.114750001686,21.129326047358834,SURVIVED (PROFIT)
12,53,3874.5499245458973,464,113,351,0.0,3774.5499245458973,24.353448275862068,SURVIVED (PROFIT)
27,57,3812.2087543870384,284,65,219,0.0,3712.2087543870384,22.887323943661972,SURVIVED (PROFIT)
26,60,3775.2399833399013,278,61,217,0.0,3675.2399833399013,21.942446043165468,SURVIVED (PROFIT)
62,12,3773.62383332554,553,123,430,0.0,3673.62383332554,22.24231464737794,SURVIVED (PROFIT)
12,52,3760.0189615554555,471,109,362,0.0,3660.0189615554555,23.142250530785564,SURVIVED (PROFIT)
13,12,3750.4137500055813,494,102,392,0.0,3650.4137500055813,20.647773279352226,SURVIVED (PROFIT)
19,12,3709.6063333303214,581,126,455,0.0,3609.6063333303214,21.686746987951807,SURVIVED (PROFIT)
31,58,3708.662258604039,277,60,217,0.0,3608.662258604039,21.660649819494584,SURVIVED (PROFIT)
12,51,3701.7267451131693,461,105,356,0.0,3601.7267451131693,22.7765726681128,SURVIVED (PROFIT)
63,12,3690.5548333260676,550,121,429,0.0,3590.5548333260676,22.0,SURVIVED (PROFIT)
33,52,3679.324615370065,268,51,217,0.0,3579.324615370065,19.029850746268657,SURVIVED (PROFIT)
11,12,3667.3892499913086,523,117,406,0.0,3567.3892499913086,22.37093690248566,SURVIVED (PROFIT)
33,46,3647.9925652173133,260,50,210,0.0,3547.9925652173133,19.230769230769234,SURVIVED (PROFIT)
