MA_Fast,MA_Slow,Final_Balance,Total_Trades,Win_Trades,Loss_Trades,Net_Profit,Win_Rate_%
37,15,8591.254466664835,1873,394,1479,8491.254466664835,21.035771489588896
1,61,8589.598672126413,2580,669,1911,8489.598672126413,25.930232558139537
14,67,8588.503970148713,1570,377,1193,8488.503970148713,24.012738853503183
1,62,8585.072580639897,2555,675,1880,8485.072580639897,26.418786692759294
1,28,8583.35332140941,3137,845,2292,8483.35332140941,26.93656359579216
14,23,8579.87656521094,1931,421,1510,8479.87656521094,21.80217503883998
16,54,8566.678407408166,1537,344,1193,8466.678407408166,22.381262199089136
17,49,8551.993102051601,1543,360,1183,8451.993102051601,23.331173039533375
14,61,8549.540508196875,1614,384,1230,8449.540508196875,23.79182156133829
14,51,8545.492725492179,1690,422,1268,8445.492725492179,24.970414201183434
17,64,8544.359359380525,1421,330,1091,8444.359359380525,23.22308233638283
16,61,8543.26803279134,1461,336,1125,8443.26803279134,22.99794661190965
38,17,8542.759058821091,1710,367,1343,8442.759058821091,21.46198830409357
17,24,8532.44737500403,1703,361,1342,8432.44737500403,21.197886083382265
17,60,8512.206400010666,1451,333,1118,8412.206400010666,22.949689869055824
57,16,8505.046124995122,1718,360,1358,8405.046124995122,20.954598370197903
15,41,8503.432512204548,1762,415,1347,8403.432512204548,23.552780930760502
15,51,8498.11001961405,1599,382,1217,8398.11001961405,23.889931207004377
23,17,8479.716823527135,1703,348,1355,8379.716823527135,20.434527304756312
50,17,8459.231294114481,1680,362,1318,8359.231294114481,21.547619047619047
14,60,8454.59760000281,1625,391,1234,8354.59760000281,24.06153846153846
17,18,8451.323111113106,1431,284,1147,8351.323111113106,19.84626135569532
15,64,8439.502890626669,1520,359,1161,8339.502890626669,23.61842105263158
14,20,8430.760099997722,1912,396,1516,8330.760099997722,20.711297071129707
16,60,8427.872816672898,1470,341,1129,8327.872816672898,23.197278911564627
16,58,8422.902362073452,1506,349,1157,8322.902362073452,23.173970783532535
1,49,8418.248387750999,2743,712,2031,8318.248387750999,25.95698140721837
16,19,8413.717947365822,1609,325,1284,8313.717947365822,20.1988812927284
16,25,8411.82011999871,1812,379,1433,8311.82011999871,20.916114790286976
16,53,8407.935150944159,1539,344,1195,8307.935150944159,22.35217673814165
14,42,8404.531547622535,1861,451,1410,8304.531547622535,24.234282643739924
13,18,8397.13883334189,2045,436,1609,8297.13883334189,21.320293398533007
13,56,8395.021910715877,1779,467,1312,8295.021910715877,26.25070264193367
14,18,8384.188388886432,1881,381,1500,8284.188388886432,20.25518341307815
15,63,8358.077476191918,1532,362,1170,8258.077476191918,23.62924281984334
14,69,8353.287478261233,1561,368,1193,8253.287478261233,23.574631646380524
14,17,8352.993705871522,1887,378,1509,8252.993705871522,20.03179650238474
15,20,8342.192249997413,1764,355,1409,8242.192249997413,20.124716553287982
14,63,8320.482301583816,1605,382,1223,8220.482301583816,23.8006230529595
17,22,8316.3588636352,1629,347,1282,8216.3588636352,21.301411909146715
13,17,8316.2068823515,2055,438,1617,8216.2068823515,21.313868613138688
14,65,8300.514153845224,1587,373,1214,8200.514153845224,23.503465658475108
15,18,8288.206333327822,1721,335,1386,8188.206333327822,19.46542707728065
15,62,8280.195032260795,1526,366,1160,8180.195032260795,23.98427260812582
15,61,8275.645967217293,1540,361,1179,8175.645967217293,23.441558441558442
1,60,8274.964799993966,2602,677,1925,8174.964799993966,26.018447348193696
15,40,8242.10132500857,1785,419,1366,8142.101325008571,23.473389355742295
24,17,8239.414352940628,1760,354,1406,8139.414352940628,20.113636363636363
14,68,8233.538647059378,1565,374,1191,8133.5386470593785,23.897763578274763
1,67,8232.367701491927,2517,654,1863,8132.367701491927,25.98331346841478
13,21,8230.657904767635,2063,468,1595,8130.657904767635,22.685409597673292
14,66,8223.230469695694,1591,383,1208,8123.230469695694,24.07291011942175
41,15,8216.689133332035,1855,392,1463,8116.6891333320345,21.132075471698116
36,17,8185.79423528922,1710,360,1350,8085.79423528922,21.052631578947366
16,50,8177.127740007027,1529,354,1175,8077.127740007027,23.152387181164162
40,15,8169.566600001929,1856,393,1463,8069.566600001929,21.174568965517242
15,60,8153.663950005717,1544,365,1179,8053.663950005717,23.639896373056995
86,17,8152.903411758755,1678,350,1328,8052.903411758755,20.858164481525627
57,17,8147.948176463551,1661,350,1311,8047.948176463551,21.07164358819988
15,44,8147.248727275585,1749,402,1347,8047.248727275585,22.98456260720412
49,17,8146.284529407478,1680,359,1321,8046.284529407478,21.369047619047617
16,64,8142.766984377828,1438,338,1100,8042.766984377828,23.504867872044507
62,17,8142.356882345572,1642,345,1297,8042.356882345572,21.010962241169306
41,17,8140.61076469899,1694,363,1331,8040.61076469899,21.428571428571427
23,16,8140.014999996139,1806,361,1445,8040.014999996139,19.98892580287929
85,17,8137.149470584755,1673,352,1321,8037.149470584755,21.040047818290496
16,62,8133.715709680539,1445,342,1103,8033.715709680539,23.66782006920415
75,17,8124.461235292719,1682,354,1328,8024.461235292719,21.046373365041617
22,16,8123.37224999835,1781,359,1422,8023.37224999835,20.157215047725995
14,37,8117.501297299018,1838,431,1407,8017.501297299018,23.449401523394993
38,15,8117.3840666666465,1865,392,1473,8017.3840666666465,21.01876675603217
17,67,8111.323134332919,1413,323,1090,8011.323134332919,22.859164897381458
1,57,8108.980719292148,2637,688,1949,8008.980719292148,26.0902540766022
15,17,8106.074588227296,1711,329,1382,8006.074588227296,19.228521332554063
55,16,8099.558624995238,1730,356,1374,7999.558624995238,20.578034682080926
16,63,8095.87042857378,1443,340,1103,7995.87042857378,23.562023562023562
14,19,8094.206315789122,1910,392,1518,7994.206315789122,20.523560209424083
21,17,8088.89994117425,1642,328,1314,7988.89994117425,19.97563946406821
64,17,8084.863176463245,1633,347,1286,7984.863176463245,21.249234537660747
39,15,8080.93420000082,1861,393,1468,7980.93420000082,21.117678667383128
14,44,8072.664454544062,1834,436,1398,7972.664454544062,23.773173391494
67,17,8068.606470580152,1663,356,1307,7968.606470580152,21.407095610342754
56,16,8057.727374995724,1720,353,1367,7957.727374995724,20.52325581395349
16,52,8057.162519232232,1527,356,1171,7957.162519232232,23.313686967910936
14,39,8054.285974363579,1860,433,1427,7954.285974363579,23.279569892473116
18,17,8052.439764703369,1444,294,1150,7952.439764703369,20.3601108033241
54,16,8052.163812494051,1755,357,1398,7952.163812494051,20.34188034188034
51,17,8051.448941168115,1687,359,1328,7951.448941168115,21.280379371665678
15,26,8043.353884616696,1909,410,1499,7943.353884616696,21.4772132006286
12,16,8035.910062495855,2157,452,1705,7935.910062495855,20.95503013444599
50,16,8032.445499997687,1742,352,1390,7932.445499997687,20.20665901262916
17,69,8028.861855073963,1414,315,1099,7928.861855073963,22.277227722772277
14,43,8026.741930232226,1826,439,1387,7926.741930232226,24.041621029572838
15,43,8022.841279074383,1752,406,1346,7922.841279074383,23.17351598173516
37,16,8008.753124992572,1799,373,1426,7908.753124992572,20.733740967204003
68,17,8005.168235289054,1678,360,1318,7905.168235289054,21.454112038140643
16,17,8005.049705876751,1541,303,1238,7905.049705876751,19.662556781310837
18,16,8003.764062498911,1614,321,1293,7903.764062498911,19.888475836431226
15,67,7993.355328360708,1501,350,1151,7893.355328360708,23.317788141239173
